temp,humidity,precip,windspeed,pressure,next_hour_rain
24.1,94.15,1.0,5.4,1013.0,0
25.1,94.19,0.0,5.4,1014.0,1
26.9,87.59,1.0,1.7,1012.7,0
27.1,88.84,0.0,5.4,1012.0,0
29.1,79.07,0.0,1.8,1011.0,1
26.3,90.4,1.0,2.1,1010.3,1
28.1,78.93,1.0,7.6,1010.0,0
27.1,83.68,0.0,5.4,1009.0,1
25.1,91.36,1.0,5.4,1010.7,0
26.1,88.76,0.0,1.8,1011.0,0
26.1,88.76,0.0,1.8,1012.0,1
24.9,95.7,1.0,0.0,1013.8,1
26.1,94.24,1.0,3.6,1013.0,0
25.1,100.0,0.0,3.6,1013.0,1
24.7,96.95,1.0,0.1,1012.9,0
25.1,100.0,0.0,3.6,1013.0,0
25.1,100.0,0.0,3.6,1012.0,1
25.3,96.89,1.0,3.3,1010.8,1
25.1,100.0,1.0,5.4,1011.0,0
25.1,100.0,0.0,3.6,1010.0,1
25.8,93.16,1.0,0.6,1011.0,1
25.1,100.0,1.0,3.6,1011.0,0
25.1,100.0,0.0,0.0,1012.0,1
26.0,95.73,1.0,3.3,1013.3,1
28.1,83.79,1.0,9.4,1013.0,0
28.1,83.79,0.0,13.0,1014.0,1
24.7,93.68,1.0,1.8,1013.2,1
26.1,94.24,1.0,9.4,1012.0,0
27.1,83.68,0.0,5.4,1011.0,1
25.8,94.28,1.0,0.3,1010.3,0
28.1,83.79,0.0,13.0,1010.0,0
28.1,83.79,0.0,9.4,1009.0,1
27.1,86.88,1.0,2.2,1010.6,1
25.1,94.19,1.0,9.4,1010.0,0
25.1,94.19,0.0,5.4,1011.0,1
25.1,92.6,1.0,1.7,1013.3,1
25.1,94.19,1.0,5.4,1013.0,0
25.1,94.19,0.0,5.4,1013.0,1
24.4,95.95,1.0,0.5,1013.6,0
25.1,94.19,0.0,1.8,1013.0,0
25.1,94.19,0.0,3.6,1012.0,1
24.0,97.38,1.0,0.2,1010.7,1
25.1,94.19,1.0,3.6,1010.0,0
25.1,94.19,0.0,5.4,1010.0,1
24.0,96.99,1.0,0.1,1011.0,1
24.1,100.0,1.0,5.4,1011.0,0
24.1,100.0,0.0,5.4,1012.0,1
26.0,94.4,1.0,0.5,1013.3,1
25.1,94.19,1.0,7.6,1013.0,0
26.1,94.24,0.0,5.4,1014.0,0
26.8,87.13,0.0,5.9,1012.9,1
27.1,83.68,1.0,5.4,1012.0,0
26.1,94.24,0.0,7.6,1012.0,1
25.3,93.34,1.0,2.0,1010.7,0
28.1,74.31,0.0,7.6,1010.0,0
28.1,74.31,0.0,5.4,1010.0,1
25.4,92.87,1.0,6.7,1010.7,0
26.1,83.57,0.0,9.4,1010.0,0
25.1,94.19,0.0,3.6,1011.0,1
25.1,95.74,1.0,0.0,1012.9,1
25.1,94.19,1.0,5.4,1013.0,0
25.1,100.0,0.0,5.4,1013.0,1
26.3,92.87,1.0,5.4,1012.1,0
26.2,82.58,0.0,10.1,1012.0,0
26.0,84.07,0.0,10.1,1012.0,1
26.3,88.93,1.0,4.4,1010.2,0
27.1,88.84,0.0,14.8,1010.0,0
26.1,94.24,0.0,14.8,1010.0,1
26.3,87.98,1.0,5.7,1010.3,0
26.9,79.24,0.0,19.8,1011.0,0
26.1,94.24,0.0,11.2,1011.0,1
27.3,86.35,1.0,2.5,1012.7,1
27.1,83.68,1.0,11.2,1013.0,0
29.1,79.07,0.0,16.6,1013.0,1
29.1,79.77,1.0,8.1,1012.0,0
29.1,79.07,0.0,16.6,1012.0,0
29.1,79.07,0.0,13.0,1010.0,0
28.9,79.73,0.0,8.2,1009.1,0
29.1,79.07,0.0,16.6,1009.0,0
29.1,79.07,0.0,16.6,1009.0,1
27.9,83.33,1.0,4.1,1009.5,0
28.1,83.79,0.0,11.2,1010.0,0
27.1,88.84,0.0,11.2,1010.0,1
27.1,86.32,1.0,3.9,1011.7,0
27.1,88.84,0.0,9.4,1012.0,0
27.1,88.84,0.0,11.2,1012.0,0
26.7,88.21,0.0,3.9,1011.6,0
27.1,88.84,0.0,9.4,1011.0,0
27.1,88.84,0.0,9.4,1011.0,1
26.5,87.76,1.0,2.5,1009.9,1
26.1,94.24,1.0,9.4,1010.0,0
26.1,94.24,0.0,11.2,1009.0,1
26.4,88.78,1.0,2.3,1010.3,0
26.1,88.76,0.0,7.6,1010.0,0
27.1,83.68,0.0,7.6,1011.0,1
28.1,83.5,1.0,1.9,1012.4,0
29.9,75.42,0.0,8.5,1012.0,0
29.1,79.07,0.0,14.8,1013.0,1
29.2,79.43,1.0,2.8,1011.6,0
30.1,74.64,0.0,16.6,1012.0,0
27.1,81.2,0.0,19.4,1010.0,1
28.6,78.99,1.0,6.0,1009.3,0
30.1,74.64,0.0,14.8,1009.0,0
29.1,79.07,0.0,14.8,1009.0,0
28.2,82.54,0.0,3.6,1009.7,0
28.1,83.79,0.0,9.4,1010.0,0
28.1,78.93,0.0,11.2,1011.0,0
27.4,88.29,0.0,0.4,1012.0,0
27.1,88.84,0.0,5.4,1012.0,0
27.1,88.84,0.0,7.6,1013.0,1
27.2,89.81,1.0,0.1,1012.5,1
27.1,94.28,1.0,3.6,1012.0,0
27.1,94.28,0.0,3.6,1011.0,1
25.7,91.52,1.0,0.1,1010.9,1
26.1,94.24,1.0,5.4,1011.0,0
25.1,100.0,0.0,3.6,1010.0,1
24.7,94.2,1.0,0.1,1011.2,1
25.1,95.23,1.0,1.0,1011.0,0
25.1,100.0,0.0,5.4,1012.0,1
26.6,92.21,1.0,0.2,1012.9,0
27.1,88.84,0.0,5.4,1013.0,0
28.1,78.93,0.0,3.6,1014.0,0
29.7,70.18,0.0,0.8,1011.8,0
30.1,74.64,0.0,9.4,1012.0,0
30.1,74.64,0.0,11.2,1011.0,0
29.9,77.3,0.0,7.7,1009.4,0
30.1,74.64,0.0,11.2,1009.0,0
30.1,74.64,0.0,11.2,1009.0,0
28.9,80.89,0.0,5.2,1009.3,0
29.1,79.07,0.0,5.4,1010.0,0
28.1,83.79,0.0,1.8,1010.0,0
27.7,87.01,0.0,0.1,1011.6,0
27.1,94.28,0.0,0.0,1012.0,0
27.1,94.28,0.0,3.6,1012.0,0
26.2,86.33,0.0,1.8,1011.8,0
26.1,94.24,0.0,3.6,1012.0,0
26.1,94.24,0.0,3.6,1011.0,1
24.9,94.03,1.0,0.1,1009.9,0
25.1,94.19,0.0,5.4,1010.0,0
24.1,94.15,0.0,3.6,1010.0,0
24.7,94.18,0.0,0.1,1010.3,0
24.1,94.15,0.0,3.6,1010.0,0
24.1,100.0,0.0,3.6,1011.0,1
25.8,91.76,1.0,0.2,1012.9,0
27.1,83.68,0.0,9.4,1013.0,0
28.1,78.93,0.0,9.4,1013.0,0
28.9,77.56,0.0,1.8,1011.6,0
31.1,66.39,0.0,5.4,1012.0,0
30.1,74.64,0.0,9.4,1011.0,0
30.0,71.61,0.0,7.6,1008.8,0
30.1,74.64,0.0,11.2,1009.0,0
30.1,74.64,0.0,7.6,1008.0,0
28.1,77.5,0.0,4.1,1009.1,0
28.1,78.93,0.0,3.6,1009.0,0
27.1,83.68,0.0,1.8,1010.0,0
26.9,84.4,0.0,0.0,1010.8,0
26.1,94.24,0.0,0.0,1011.0,0
26.1,94.24,0.0,3.6,1012.0,0
25.9,92.36,0.0,0.1,1011.6,0
25.1,94.19,0.0,3.6,1011.0,0
25.1,94.19,0.0,0.0,1011.0,0
25.1,94.8,0.0,0.0,1009.9,0
26.2,71.31,0.0,9.7,1009.0,0
25.1,94.19,0.0,5.4,1009.0,0
24.5,92.02,0.0,0.1,1009.7,0
23.1,100.0,0.0,1.8,1010.0,0
25.4,75.24,0.0,11.5,1010.0,0
27.8,74.91,0.0,8.4,1010.8,0
27.1,83.68,0.0,7.6,1012.0,0
29.1,65.99,0.0,13.0,1012.0,0
32.0,47.13,0.0,9.3,1009.4,0
32.1,49.15,0.0,11.2,1010.0,0
32.1,59.06,0.0,11.2,1009.0,0
30.2,64.66,0.0,13.4,1007.2,0
31.1,62.51,0.0,14.8,1007.0,0
30.1,66.19,0.0,11.2,1006.0,0
28.7,75.09,0.0,9.9,1007.2,0
28.1,78.93,0.0,9.4,1007.0,0
28.1,78.93,0.0,3.6,1007.0,0
27.8,78.97,0.0,3.6,1009.1,0
27.1,83.68,0.0,5.4,1009.0,0
26.1,94.24,0.0,5.4,1010.0,0
26.3,88.07,0.0,0.0,1009.9,0
25.1,94.19,0.0,7.6,1010.0,0
25.1,94.19,0.0,5.4,1009.0,0
24.9,91.56,0.0,0.1,1008.3,0
23.1,100.0,0.0,5.4,1008.0,0
23.1,94.11,0.0,1.8,1008.0,0
24.5,94.17,0.0,0.1,1008.4,0
23.1,94.11,0.0,3.6,1008.0,0
23.1,94.11,0.0,3.6,1009.0,0
27.6,82.32,0.0,1.7,1010.2,0
28.1,78.93,0.0,5.4,1010.0,0
29.1,74.47,0.0,7.6,1011.0,0
30.2,70.05,0.0,7.3,1009.4,0
31.1,66.39,0.0,7.6,1010.0,0
30.1,66.19,0.0,9.4,1009.0,0
31.1,66.35,0.0,3.9,1006.8,0
31.1,62.51,0.0,9.4,1007.0,0
31.1,66.39,0.0,9.4,1007.0,1
29.2,75.05,1.0,5.5,1006.9,0
28.1,83.79,0.0,9.4,1007.0,0
28.1,78.93,0.0,9.4,1008.0,1
28.3,81.32,1.0,6.0,1009.6,0
27.1,88.84,0.0,5.4,1010.0,0
27.1,94.28,0.0,1.8,1010.0,1
27.8,88.93,1.0,3.6,1009.5,0
26.1,94.24,0.0,5.4,1009.0,0
26.1,94.24,0.0,5.4,1009.0,1
26.5,89.79,1.0,0.5,1008.1,0
25.1,100.0,0.0,3.6,1008.0,0
25.1,100.0,0.0,7.6,1007.0,0
25.6,93.23,0.0,0.1,1009.0,0
25.1,94.19,0.0,1.8,1009.0,0
25.1,94.19,0.0,7.6,1010.0,0
28.0,82.74,0.0,3.8,1010.7,0
27.1,88.84,0.0,5.4,1011.0,0
29.1,79.07,0.0,7.6,1011.0,0
30.7,67.75,0.0,9.1,1009.2,0
31.1,70.48,0.0,5.4,1010.0,0
31.1,70.48,0.0,11.2,1009.0,0
30.6,67.56,0.0,13.1,1006.8,0
30.1,70.3,0.0,13.0,1007.0,0
29.1,79.07,0.0,13.0,1007.0,1
28.4,79.97,1.0,6.8,1008.2,0
28.2,77.53,0.0,24.8,1008.0,0
28.3,76.62,0.0,22.7,1009.0,1
26.3,85.65,1.0,5.4,1010.9,1
25.1,100.0,1.0,14.8,1010.0,0
25.1,100.0,0.0,9.4,1011.0,1
25.9,85.25,1.0,6.3,1009.9,1
25.1,94.19,1.0,11.2,1010.0,0
25.1,94.19,0.0,9.4,1009.0,0
25.7,79.25,0.0,5.2,1007.6,0
26.4,82.6,0.0,27.4,1007.0,0
24.1,94.15,0.0,7.6,1007.0,0
25.2,85.44,0.0,4.9,1008.3,0
24.1,94.15,0.0,3.6,1008.0,0
26.5,85.47,0.0,3.6,1009.0,0
28.3,73.9,0.0,5.5,1010.0,0
29.7,68.34,0.0,7.8,1010.0,0
30.7,64.52,0.0,8.2,1011.0,0
30.4,67.53,0.0,9.4,1008.6,0
30.9,63.16,0.0,9.7,1009.0,0
30.9,66.36,0.0,9.4,1008.0,0
29.7,73.04,0.0,10.0,1006.8,0
30.9,71.22,0.0,24.7,1006.0,0
30.1,74.64,0.0,14.8,1006.0,1
28.4,78.86,1.0,6.3,1007.6,0
28.1,83.79,0.0,13.0,1008.0,0
27.1,88.84,0.0,9.4,1009.0,1
23.4,100.0,1.0,9.8,1010.2,0
27.1,83.68,0.0,9.4,1010.0,0
26.1,88.76,0.0,7.6,1011.0,1
26.6,85.12,1.0,1.9,1010.7,0
25.1,94.19,0.0,5.4,1010.0,0
25.1,94.19,0.0,1.8,1009.0,0
25.8,88.89,0.0,0.1,1008.8,0
25.1,94.19,0.0,3.6,1008.0,0
25.1,94.19,0.0,5.4,1008.0,1
26.4,88.43,1.0,10.6,1009.6,1
24.1,100.0,1.0,13.0,1008.0,0
24.1,100.0,0.0,5.4,1009.0,1
27.3,83.82,1.0,0.7,1011.9,1
25.1,94.19,1.0,5.4,1012.0,0
28.1,83.79,0.0,5.4,1012.0,1
29.5,71.07,1.0,9.3,1010.6,0
29.1,74.47,0.0,5.4,1011.0,0
27.1,88.84,0.0,9.4,1010.0,1
25.5,91.37,1.0,2.3,1008.9,1
29.1,74.47,1.0,11.2,1008.0,0
28.1,78.93,0.0,7.6,1008.0,1
24.7,89.48,1.0,0.7,1009.1,1
25.1,94.19,1.0,7.6,1010.0,0
25.1,94.19,0.0,1.8,1010.0,1
25.1,92.46,1.0,0.1,1012.5,1
25.1,100.0,1.0,3.6,1012.0,0
25.1,100.0,0.0,5.4,1013.0,0
24.6,95.02,0.0,0.1,1012.0,0
25.1,94.19,0.0,1.8,1013.0,0
26.0,81.06,0.0,5.8,1012.0,1
24.4,95.3,1.0,0.2,1010.1,0
24.1,100.0,0.0,5.4,1010.0,0
24.1,100.0,0.0,3.6,1010.0,0
23.9,95.85,0.0,0.0,1010.3,1
24.1,100.0,1.0,5.4,1010.0,0
24.1,100.0,0.0,3.6,1011.0,0
27.3,83.08,0.0,0.1,1012.0,0
27.1,83.68,0.0,3.6,1012.0,0
29.1,79.07,0.0,3.6,1013.0,0
30.1,69.87,0.0,8.9,1011.1,0
28.1,83.79,0.0,11.2,1011.0,0
26.1,94.24,0.0,11.2,1010.0,1
27.6,80.0,1.0,1.2,1008.5,0
26.7,80.66,0.0,18.0,1008.0,0
27.1,83.68,0.0,11.2,1008.0,1
27.7,79.18,1.0,0.3,1009.0,1
27.1,83.68,1.0,3.6,1009.0,0
27.1,88.84,0.0,3.6,1010.0,0
26.9,86.92,0.0,0.1,1011.0,0
26.1,94.24,0.0,3.6,1011.0,0
26.1,94.24,0.0,0.0,1011.0,0
26.7,89.53,0.0,0.1,1010.3,0
26.1,94.24,0.0,3.6,1010.0,0
25.1,94.19,0.0,7.6,1010.0,1
26.9,87.09,1.0,0.2,1008.6,0
25.1,94.19,0.0,3.6,1008.0,0
25.1,94.19,0.0,1.8,1008.0,0
26.7,86.82,0.0,0.1,1008.8,0
25.1,94.19,0.0,3.6,1009.0,0
25.1,94.19,0.0,3.6,1010.0,1
28.2,79.6,1.0,0.5,1011.5,1
28.1,88.92,1.0,9.4,1012.0,0
29.1,79.07,0.0,13.0,1012.0,1
30.4,73.42,1.0,5.9,1010.4,0
31.1,70.48,0.0,14.8,1011.0,0
31.1,70.48,0.0,14.8,1010.0,1
28.7,80.16,1.0,6.0,1008.1,0
28.1,78.93,0.0,7.6,1008.0,0
28.1,78.93,0.0,9.4,1008.0,1
28.3,81.17,1.0,3.8,1009.3,0
28.1,83.79,0.0,3.6,1009.0,0
27.1,88.84,0.0,3.6,1010.0,1
27.8,83.18,1.0,0.5,1011.5,0
27.1,94.28,0.0,7.6,1012.0,0
27.1,94.28,0.0,3.6,1012.0,0
26.3,90.38,0.0,0.6,1011.0,0
25.1,94.19,0.0,3.6,1011.0,0
25.1,94.19,0.0,1.8,1011.0,0
26.1,91.8,0.0,0.1,1009.2,0
25.1,94.19,0.0,1.8,1010.0,0
25.1,94.19,0.0,5.4,1009.0,1
25.6,93.01,1.0,1.7,1009.8,1
24.1,100.0,1.0,5.4,1010.0,0
25.1,94.19,0.0,5.4,1011.0,1
26.7,89.29,1.0,0.1,1012.1,0
28.1,83.79,0.0,3.6,1012.0,0
30.0,73.01,0.0,5.4,1011.1,1
29.9,73.55,1.0,5.3,1011.2,0
31.1,70.48,0.0,14.8,1011.0,0
31.1,66.39,0.0,14.8,1010.0,1
29.9,74.05,1.0,5.9,1008.7,0
31.1,66.39,0.0,13.0,1009.0,0
30.1,70.3,0.0,11.2,1009.0,0
28.7,80.37,0.0,5.7,1009.6,0
29.1,79.07,0.0,5.4,1010.0,0
27.9,75.64,0.0,11.5,1011.0,0
28.1,83.59,0.0,2.1,1012.3,1
27.1,94.28,1.0,9.4,1012.0,0
26.1,94.24,0.0,16.6,1012.0,1
25.6,91.56,1.0,0.1,1012.1,1
25.1,94.19,1.0,5.4,1012.0,0
25.1,100.0,0.0,3.6,1011.0,1
24.9,93.1,1.0,0.0,1010.2,0
24.1,94.15,0.0,0.0,1010.0,0
24.1,94.15,0.0,5.4,1010.0,0
24.8,95.36,0.0,0.1,1011.1,0
24.1,94.15,0.0,3.6,1011.0,0
24.1,94.15,0.0,3.6,1012.0,0
26.8,85.28,0.0,0.1,1012.9,0
27.1,83.68,0.0,3.6,1013.0,0
27.1,83.68,0.0,3.6,1013.0,0
28.9,79.81,0.0,3.5,1012.5,0
29.1,74.47,0.0,5.4,1012.0,0
30.1,70.3,0.0,7.6,1011.0,1
28.4,78.47,1.0,3.8,1009.5,0
30.1,74.64,0.0,7.6,1009.0,0
29.1,74.47,0.0,3.6,1009.0,1
25.3,97.52,1.0,8.4,1010.9,1
26.1,94.24,1.0,9.4,1011.0,0
26.1,94.24,0.0,9.4,1011.0,1
24.6,95.31,1.0,0.1,1013.6,1
24.1,94.15,1.0,7.6,1013.0,0
24.1,94.15,0.0,3.6,1013.0,1
24.8,94.03,1.0,0.0,1013.6,1
24.1,100.0,1.0,0.0,1013.0,0
24.1,94.15,0.0,5.4,1012.0,1
24.3,95.45,1.0,1.7,1010.8,0
24.1,94.15,0.0,5.4,1011.0,0
24.1,100.0,0.0,5.4,1010.0,0
23.8,95.96,0.0,0.1,1011.4,0
24.1,94.15,0.0,5.4,1011.0,0
24.1,94.15,0.0,3.6,1012.0,0
25.1,88.68,0.0,5.4,1013.0,0
26.1,88.76,0.0,9.4,1013.0,0
29.1,74.47,0.0,7.6,1013.0,0
29.4,75.37,0.0,3.6,1012.5,0
30.1,70.3,0.0,9.4,1013.0,0
31.1,70.48,0.0,5.4,1011.0,0
30.4,72.74,0.0,5.4,1009.3,0
31.1,66.39,0.0,7.6,1009.0,0
30.1,74.64,0.0,9.4,1009.0,1
28.7,79.67,1.0,3.6,1009.8,0
29.1,79.07,0.0,11.2,1010.0,0
28.1,83.79,0.0,9.4,1011.0,1
27.3,85.81,1.0,0.1,1012.7,0
27.1,88.84,0.0,9.4,1012.0,0
26.1,94.24,0.0,7.6,1013.0,1
24.4,96.87,1.0,0.1,1012.5,0
25.1,94.19,0.0,7.6,1012.0,0
25.1,94.19,0.0,5.4,1011.0,0
23.9,95.95,0.0,0.1,1010.3,0
24.1,94.15,0.0,5.4,1010.0,0
24.1,94.15,0.0,9.4,1010.0,0
23.9,96.21,0.0,0.2,1010.9,0
23.1,100.0,0.0,7.6,1010.0,0
23.1,100.0,0.0,9.4,1011.0,0
26.5,87.42,0.0,0.2,1013.2,0
27.1,78.79,0.0,14.8,1013.0,0
30.1,66.19,0.0,18.4,1013.0,0
29.9,65.93,0.0,8.9,1012.4,0
30.1,66.19,0.0,13.0,1012.0,0
31.1,58.83,0.0,14.8,1011.0,0
30.0,71.5,0.0,5.9,1009.3,0
31.1,62.51,0.0,11.2,1009.0,0
30.1,70.3,0.0,14.8,1008.0,0
28.2,78.66,0.0,14.1,1009.3,0
28.1,74.31,0.0,9.4,1009.0,0
27.1,78.79,0.0,13.0,1010.0,1
25.8,87.73,1.0,7.5,1012.5,1
26.1,88.76,1.0,11.2,1012.0,0
25.1,94.19,0.0,9.4,1012.0,0
25.1,94.36,0.0,2.0,1012.0,1
25.1,94.19,1.0,5.4,1011.0,0
25.1,94.19,0.0,3.6,1011.0,0
26.6,78.72,0.0,26.3,1010.0,0
26.5,78.7,0.0,24.8,1009.0,0
26.3,80.12,0.0,25.6,1009.0,0
26.2,81.09,0.0,27.0,1009.0,0
26.0,81.56,0.0,25.9,1010.0,0
25.9,81.54,0.0,24.1,1011.0,0
26.0,80.57,0.0,22.0,1012.0,0
26.1,80.1,0.0,18.7,1012.0,0
26.4,78.69,0.0,16.6,1013.0,0
26.8,76.39,0.0,14.4,1012.0,0
27.7,72.46,0.0,13.0,1011.0,0
28.1,71.66,0.0,13.0,1010.0,0
28.2,72.99,0.0,16.9,1009.0,0
28.2,74.78,0.0,19.4,1008.0,0
28.4,74.36,0.0,20.2,1008.0,0
27.9,77.02,0.0,20.2,1008.0,0
27.7,76.99,0.0,21.2,1009.0,0
28.0,74.75,0.0,22.0,1010.0,0
27.8,75.62,0.0,24.1,1010.0,0
27.2,78.8,0.0,28.4,1011.0,0
26.3,83.09,0.0,26.3,1012.0,0
25.7,86.09,0.0,22.0,1012.0,1
25.6,86.61,1.0,21.2,1011.0,0
25.3,87.63,0.0,14.8,1010.0,1
25.2,86.57,1.0,11.2,1010.0,0
25.4,86.07,0.0,14.4,1009.0,1
25.6,85.57,1.0,18.4,1008.0,1
25.4,87.11,1.0,21.2,1009.0,1
25.3,86.58,1.0,22.3,1009.0,0
25.4,85.55,0.0,22.0,1010.0,0
25.5,84.52,0.0,20.5,1011.0,0
25.8,82.03,0.0,15.1,1012.0,0
26.0,81.06,0.0,11.9,1012.0,1
26.3,79.16,1.0,9.0,1012.0,1
27.0,76.89,1.0,9.7,1011.0,0
27.3,75.09,0.0,7.9,1010.0,1
27.5,75.12,1.0,9.4,1009.0,1
27.2,78.8,1.0,14.0,1008.0,1
27.4,77.41,1.0,17.3,1008.0,1
27.2,78.8,1.0,19.8,1008.0,1
26.9,80.2,1.0,26.3,1009.0,0
26.7,81.15,0.0,26.3,1010.0,0
26.3,82.59,0.0,25.6,1011.0,0
25.9,83.55,0.0,24.1,1011.0,0
25.5,85.04,0.0,19.8,1011.0,0
25.4,86.07,0.0,16.6,1011.0,0
25.3,85.02,0.0,12.6,1011.0,0
25.3,84.5,0.0,11.5,1010.0,0
25.3,82.97,0.0,13.0,1009.0,0
25.4,80.49,0.0,14.0,1009.0,0
25.4,78.55,0.0,18.4,1009.0,0
25.2,79.0,0.0,18.7,1009.0,0
25.0,80.94,0.0,18.7,1010.0,0
24.8,82.41,0.0,15.5,1011.0,0
24.9,81.92,0.0,12.2,1011.0,0
25.1,80.95,0.0,10.1,1012.0,0
25.6,78.1,0.0,11.9,1012.0,0
26.4,73.58,0.0,12.6,1011.0,0
27.2,68.91,0.0,14.4,1010.0,0
27.5,68.97,0.0,18.7,1009.0,0
27.2,72.37,0.0,21.6,1008.0,0
27.1,72.8,0.0,19.1,1007.0,0
27.4,73.3,0.0,19.4,1007.0,0
27.5,76.96,0.0,24.5,1008.0,0
27.8,75.62,0.0,24.8,1008.0,1
28.0,75.2,1.0,25.6,1009.0,1
27.8,77.01,1.0,24.1,1010.0,1
27.9,76.56,1.0,22.7,1010.0,1
27.6,77.91,1.0,22.7,1011.0,1
27.2,79.28,1.0,20.2,1010.0,0
